yourlist:M20220122F248CABF64506F29A91F8037F07B67D13DFE271	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (GO)	Gene ontology IDs
OZJ02331.1	A0A261XVG4	A0A261XVG4_9FUNG	unreviewed	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M)	BZG36_04296	Bifiguratus adelaidae	928	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; metalloaminopeptidase activity [GO:0070006]; protein initiator methionine removal [GO:0070084]	GO:0005737; GO:0046872; GO:0070006; GO:0070084
RMX52470.1	A0A3M6UFK5	A0A3M6UFK5_POCDA	unreviewed	Uncharacterized protein	pdam_00013781	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1520	membrane [GO:0016020]; endocytosis [GO:0006897]	GO:0006897; GO:0016020
RXN04767.1	A0A498LGF3	A0A498LGF3_LABRO	unreviewed	T-complex 1 subunit zeta	ROHU_033750	Labeo rohita (Indian major carp) (Cyprinus rohita)	699	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]	GO:0005524; GO:0005737; GO:0006457; GO:0051082
PFX23167.1	A0A2B4S3J2	A0A2B4S3J2_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene12303	Stylophora pistillata (Smooth cauliflower coral)	1786		
RMX47453.1	A0A3M6U196	A0A3M6U196_POCDA	unreviewed	AB hydrolase-1 domain-containing protein	pdam_00002143	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	365	integral component of membrane [GO:0016021]	GO:0016021
RMX46310.1	A0A3M6TY73	A0A3M6TY73_POCDA	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	pdam_00000566	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	289	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021
PFX31401.1	A0A2B4SND3	A0A2B4SND3_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene3785	Stylophora pistillata (Smooth cauliflower coral)	97	integral component of membrane [GO:0016021]	GO:0016021
RMX38688.1	A0A3M6TBJ8	A0A3M6TBJ8_POCDA	unreviewed	Uncharacterized protein	pdam_00005937	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	294		
RMX54354.1	A0A3M6ULF2	A0A3M6ULF2_POCDA	unreviewed	F5/8 type C domain-containing protein (Fragment)	pdam_00018402	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	300		
PFX16863.1	A0A2B4RJ75	A0A2B4RJ75_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene18835	Stylophora pistillata (Smooth cauliflower coral)	444	catalytic activity [GO:0003824]; nucleoside metabolic process [GO:0009116]; signal transduction [GO:0007165]	GO:0003824; GO:0007165; GO:0009116
KJK68700.1	A0A0F0ILY4	A0A0F0ILY4_ASPPU	unreviewed	Ankyrin repeats 3 copy	P875_00075804	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	1163		
RMX47976.1	A0A3M6U320	A0A3M6U320_POCDA	unreviewed	Uncharacterized protein	pdam_00005390	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	294		
RMX46580.1	A0A3M6TYW0	A0A3M6TYW0_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00019712	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	988	integral component of membrane [GO:0016021]	GO:0016021
RUA04445.1	A0A432I2K2	A0A432I2K2_9GAMM	unreviewed	ALOG domain-containing protein	DSY43_06250	Gammaproteobacteria bacterium	442	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074
PFX24867.1	A0A2B4S8E0	A0A2B4S8E0_STYPI	unreviewed	Transcriptional repressor NF-X1	NFX1 AWC38_SpisGene10541	Stylophora pistillata (Smooth cauliflower coral)	1101	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	GO:0003676; GO:0003700; GO:0005634; GO:0008270
RMX45264.1	A0A3M6TVH4	A0A3M6TVH4_POCDA	unreviewed	Uncharacterized protein	pdam_00000859	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	100		
RMX49007.1	A0A3M6U5X5	A0A3M6U5X5_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00023499	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1279	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857
VDP96549.1	A0A183BH48	A0A183BH48_9TREM	unreviewed	Uncharacterized protein	ECPE_LOCUS18533	Echinostoma caproni	648	integral component of membrane [GO:0016021]	GO:0016021
PFX32892.1	A0A2B4SWE4	A0A2B4SWE4_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene2161	Stylophora pistillata (Smooth cauliflower coral)	145		
RMX39896.1	A0A3M6TER7	A0A3M6TER7_POCDA	unreviewed	GDP-fucose protein O-fucosyltransferase 1 (EC 2.4.1.221) (Peptide-O-fucosyltransferase 1)	pdam_00022444	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	456	endoplasmic reticulum [GO:0005783]; peptide-O-fucosyltransferase activity [GO:0046922]; fucose metabolic process [GO:0006004]; Notch signaling pathway [GO:0007219]	GO:0005783; GO:0006004; GO:0007219; GO:0046922
RUS86176.1	A0A433TX73	A0A433TX73_ELYCH	unreviewed	Uncharacterized protein	EGW08_006070	Elysia chlorotica (Eastern emerald elysia) (Sea slug)	343		
RMX50987.1	A0A3M6UBC4	A0A3M6UBC4_POCDA	unreviewed	Uncharacterized protein	pdam_00013910	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	2839	DNA binding [GO:0003677]	GO:0003677
CAE7355697.1	A0A812PU96	A0A812PU96_9DINO	unreviewed	TRIOBP protein (Fragment)	TRIOBP STRI2592_LOCUS19489	Symbiodinium sp. CCMP2592	5815		
RMX50713.1	A0A3M6UAL5	A0A3M6UAL5_POCDA	unreviewed	Uncharacterized protein	pdam_00013197	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1626	integral component of membrane [GO:0016021]	GO:0016021
QCD99980.1	A0A4D6MGW7	A0A4D6MGW7_VIGUN	unreviewed	Sodium/solute symporter	DEO72_LG7g1267	Vigna unguiculata (Cowpea)	2030	integral component of membrane [GO:0016021]; aspartic-type endopeptidase activity [GO:0004190]; transmembrane transporter activity [GO:0022857]	GO:0004190; GO:0016021; GO:0022857
RMX36609.1	A0A3M6T5M1	A0A3M6T5M1_POCDA	unreviewed	Uncharacterized protein	pdam_00022416	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	293		
EDO44201.1	A7RWP2	A7RWP2_NEMVE	unreviewed	Predicted protein	v1g241205	Nematostella vectensis (Starlet sea anemone)	830	cytoplasmic vesicle [GO:0031410]; plasma membrane [GO:0005886]	GO:0005886; GO:0031410
RMX43780.1	A0A3M6TQW5	A0A3M6TQW5_POCDA	unreviewed	Uncharacterized protein	pdam_00022601	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	508	sulfuric ester hydrolase activity [GO:0008484]	GO:0008484
PFX22394.1	A0A2B4RVC7	A0A2B4RVC7_STYPI	unreviewed	THAP-type domain-containing protein	AWC38_SpisGene13073	Stylophora pistillata (Smooth cauliflower coral)	900	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0046872
PFX25812.1	A0A2B4SB95	A0A2B4SB95_STYPI	unreviewed	Polycystic kidney disease 2-like 1 protein	Pkd2l1 AWC38_SpisGene9527	Stylophora pistillata (Smooth cauliflower coral)	2389	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	GO:0005509; GO:0016021
RMX35996.1	A0A3M6T4U4	A0A3M6T4U4_POCDA	unreviewed	Uncharacterized protein	pdam_00005202	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	855	intracellular signal transduction [GO:0035556]	GO:0035556
KPJ01086.1	A0A194QCC4	A0A194QCC4_PAPXU	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)	RR46_05351	Papilio xuthus (Asian swallowtail butterfly)	1459	integral component of membrane [GO:0016021]; protein tyrosine phosphatase activity [GO:0004725]	GO:0004725; GO:0016021
OLQ12653.1	A0A1Q9EZ60	A0A1Q9EZ60_SYMMI	unreviewed	Uncharacterized protein	AK812_SmicGene3456	Symbiodinium microadriaticum (Dinoflagellate) (Zooxanthella microadriatica)	3015	integral component of membrane [GO:0016021]	GO:0016021
RMX39603.1	A0A3M6TE02	A0A3M6TE02_POCDA	unreviewed	Uncharacterized protein	pdam_00003988	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	4608	cilium [GO:0005929]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; microtubule [GO:0005874]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; microtubule-based movement [GO:0007018]	GO:0005524; GO:0005737; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0030286
RMX53589.1	A0A3M6UJ50	A0A3M6UJ50_POCDA	unreviewed	Iodothyronine deiodinase	pdam_00004365	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	229	thyroxine 5'-deiodinase activity [GO:0004800]; hormone biosynthetic process [GO:0042446]	GO:0004800; GO:0042446
QTF49601.1	A0A8A5J938	A0A8A5J938_9VIRU	unreviewed	Collagen triple helix repeat-containing protein	qu_710	Mimivirus reunion	1907		
EDO43665.1	A7RYA3	A7RYA3_NEMVE	unreviewed	Predicted protein (Fragment)	v1g97386	Nematostella vectensis (Starlet sea anemone)	127		
PFX16139.1	A0A2B4RH57	A0A2B4RH57_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene19606	Stylophora pistillata (Smooth cauliflower coral)	258		
PFX33868.1	A0A2B4SZ82	A0A2B4SZ82_STYPI	unreviewed	CUB and sushi domain-containing protein 1	Csmd1 AWC38_SpisGene1220	Stylophora pistillata (Smooth cauliflower coral)	958		
PFX23634.1	A0A2B4RYV5	A0A2B4RYV5_STYPI	unreviewed	Putative ATP-dependent DNA helicase RecS	recS AWC38_SpisGene11818	Stylophora pistillata (Smooth cauliflower coral)	743	ATP binding [GO:0005524]; helicase activity [GO:0004386]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004386; GO:0005524
ELR51503.1	L8I5L6	L8I5L6_9CETA	unreviewed	Uncharacterized protein (Fragment)	M91_20365	Bos mutus (wild yak)	280	integral component of membrane [GO:0016021]	GO:0016021
RMX47643.1	A0A3M6U1T6	A0A3M6U1T6_POCDA	unreviewed	RRM domain-containing protein	pdam_00019132	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	268	RNA binding [GO:0003723]	GO:0003723
PFX31425.1	A0A2B4SSS4	A0A2B4SSS4_STYPI	unreviewed	Polyamine-modulated factor 1-binding protein 1	Pmfbp1 AWC38_SpisGene3801	Stylophora pistillata (Smooth cauliflower coral)	2283		
PFX28044.1	A0A2B4SBI5	A0A2B4SBI5_STYPI	unreviewed	Katanin p80 WD40 repeat-containing subunit B1	katnb1 AWC38_SpisGene7238	Stylophora pistillata (Smooth cauliflower coral)	1931		
PFX24010.1	A0A2B4S5D6	A0A2B4S5D6_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene11413	Stylophora pistillata (Smooth cauliflower coral)	973		
RMX55549.1	A0A3M6UPM9	A0A3M6UPM9_POCDA	unreviewed	AB hydrolase-1 domain-containing protein	pdam_00001743	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	541	hydrolase activity [GO:0016787]	GO:0016787
PFX28947.1	A0A2B4SK90	A0A2B4SK90_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene6324	Stylophora pistillata (Smooth cauliflower coral)	1030	integral component of membrane [GO:0016021]	GO:0016021
KAF6018181.1	A0A7J7IXP3	A0A7J7IXP3_BUGNE	unreviewed	Peptidylprolyl isomerase (EC 5.2.1.8)	EB796_023520	Bugula neritina (Brown bryozoan) (Sertularia neritina)	637	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]	GO:0003755
RMX37525.1	A0A3M6T7Y9	A0A3M6T7Y9_POCDA	unreviewed	Uncharacterized protein	pdam_00012809	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	293		
RMX51499.1	A0A3M6UD61	A0A3M6UD61_POCDA	unreviewed	Uncharacterized protein	pdam_00014849	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	327	intracellular protein transport [GO:0006886]	GO:0006886
RMX56833.1	A0A3M6UT16	A0A3M6UT16_POCDA	unreviewed	DDE Tnp4 domain-containing protein	pdam_00025511	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	601	metal ion binding [GO:0046872]	GO:0046872
RMX51934.1	A0A3M6UEL2	A0A3M6UEL2_POCDA	unreviewed	Macrophage-expressed gene 1 protein (Perforin-2)	pdam_00004721	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	756	cytoplasmic vesicle membrane [GO:0030659]; integral component of membrane [GO:0016021]	GO:0016021; GO:0030659
RMX49549.1	A0A3M6U7M4	A0A3M6U7M4_POCDA	unreviewed	Uncharacterized protein	pdam_00017438	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	912	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; zinc ion binding [GO:0008270]	GO:0004672; GO:0005524; GO:0008270
RMX55871.1	A0A3M6UQG2	A0A3M6UQG2_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00006257	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	820	cytoplasm [GO:0005737]; elongator holoenzyme complex [GO:0033588]; nucleus [GO:0005634]; tRNA wobble uridine modification [GO:0002098]	GO:0002098; GO:0005634; GO:0005737; GO:0033588
PFX25723.1	A0A2B4S9L5	A0A2B4S9L5_STYPI	unreviewed	Pituitary homeobox 2	Pitx2 AWC38_SpisGene9657	Stylophora pistillata (Smooth cauliflower coral)	747	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]	GO:0000981; GO:0003677; GO:0005634
PFX14322.1	A0A2B4RDJ0	A0A2B4RDJ0_STYPI	unreviewed	Tetratricopeptide repeat protein 28	TTC28 AWC38_SpisGene21528	Stylophora pistillata (Smooth cauliflower coral)	1089		
RMX55022.1	A0A3M6UN15	A0A3M6UN15_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00007257	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1265		
PFX13781.1	A0A2B4R805	A0A2B4R805_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene22109	Stylophora pistillata (Smooth cauliflower coral)	234		
EDO47523.1	A7RM19	A7RM19_NEMVE	unreviewed	Predicted protein	v1g199093	Nematostella vectensis (Starlet sea anemone)	908	integral component of membrane [GO:0016021]; catalytic activity [GO:0003824]; G protein-coupled receptor activity [GO:0004930]; metal ion binding [GO:0046872]	GO:0003824; GO:0004930; GO:0016021; GO:0046872
PFX29658.1	A0A2B4SM45	A0A2B4SM45_STYPI	unreviewed	Protein kish	TMEM167A AWC38_SpisGene5530	Stylophora pistillata (Smooth cauliflower coral)	72	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	GO:0000139; GO:0016021
KAF3355114.1	A0A6G1NPD0	A0A6G1NPD0_VERDA	unreviewed	RNA polymerase II-associated protein 1-like protein	VdG1_04326	Verticillium dahliae VDG1	132		
RMX60095.1	A0A3M6V2E2	A0A3M6V2E2_POCDA	unreviewed	Uncharacterized protein	pdam_00004501	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1168	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857
PFX30188.1	A0A2B4SNN5	A0A2B4SNN5_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene4995	Stylophora pistillata (Smooth cauliflower coral)	545		
RMX47795.1	A0A3M6U278	A0A3M6U278_POCDA	unreviewed	Uncharacterized protein	pdam_00008577	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	204		
RMX47609.1	A0A3M6U231	A0A3M6U231_POCDA	unreviewed	Uncharacterized protein	pdam_00015118	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	341		
RMX61009.1	A0A3M6V559	A0A3M6V559_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00007541	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	2984	lipid transporter activity [GO:0005319]	GO:0005319
RMX38824.1	A0A3M6TC22	A0A3M6TC22_POCDA	unreviewed	Uncharacterized protein	pdam_00013967	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	249		
PFX21526.1	A0A2B4RWJ1	A0A2B4RWJ1_STYPI	unreviewed	Putative acyl-CoA dehydrogenase AidB	aidB AWC38_SpisGene13982	Stylophora pistillata (Smooth cauliflower coral)	631	flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]	GO:0016627; GO:0050660
RMX57252.1	A0A3M6UUA3	A0A3M6UUA3_POCDA	unreviewed	Protein kinase domain-containing protein	pdam_00010585	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	705	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524
PFX24521.1	A0A2B4S3Q1	A0A2B4S3Q1_STYPI	unreviewed	Histone H3	2 AWC38_SpisGene10874	Stylophora pistillata (Smooth cauliflower coral)	293	nucleosome [GO:0000786]; DNA binding [GO:0003677]; protein heterodimerization activity [GO:0046982]; nucleosome assembly [GO:0006334]	GO:0000786; GO:0003677; GO:0006334; GO:0046982
RMX42072.1	A0A3M6TL13	A0A3M6TL13_POCDA	unreviewed	CULLIN_2 domain-containing protein	pdam_00001356	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	671	cullin-RING ubiquitin ligase complex [GO:0031461]; ubiquitin protein ligase binding [GO:0031625]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0006511; GO:0031461; GO:0031625
PFX32398.1	A0A2B4SV20	A0A2B4SV20_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene2798	Stylophora pistillata (Smooth cauliflower coral)	496		
AAZ67343.1	Q2VTM8	Q2VTM8_CORYC	unreviewed	GFP-like yellow fluorescent protein		Corynactis californica (Strawberry anemone)	221	bioluminescence [GO:0008218]; generation of precursor metabolites and energy [GO:0006091]	GO:0006091; GO:0008218
PFX32668.1	A0A2B4SVS6	A0A2B4SVS6_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene2488	Stylophora pistillata (Smooth cauliflower coral)	448		
RUA04454.1	A0A432I2N3	A0A432I2N3_9GAMM	unreviewed	Reverse transcriptase	DSY43_06235	Gammaproteobacteria bacterium	1130	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074
RMX60212.1	A0A3M6V2T4	A0A3M6V2T4_POCDA	unreviewed	CHAT domain-containing protein (Fragment)	pdam_00025568	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1048		
RMX50519.1	A0A3M6UAF8	A0A3M6UAF8_POCDA	unreviewed	Uncharacterized protein (Fragment)	pdam_00024182	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	380		
BAV53120.1	A0A1B4Z122	A0A1B4Z122_9CNID	unreviewed	Brachyury transcription factor	brachyury	Porites australiensis	403	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005634
PFX15144.1	A0A2B4R9X5	A0A2B4R9X5_STYPI	unreviewed	EGF-like domain-containing protein	AWC38_SpisGene20652	Stylophora pistillata (Smooth cauliflower coral)	429		
AKM77632.1	A0A1C6ZYZ5	A0A1C6ZYZ5_9CNID	unreviewed	Red fluorescent protein plobRFP		Porites lobata	233	bioluminescence [GO:0008218]	GO:0008218
EDO43844.1	A7RXH0	A7RXH0_NEMVE	unreviewed	Predicted protein	v1g96946	Nematostella vectensis (Starlet sea anemone)	755	microtubule organizing center [GO:0005815]; nucleus [GO:0005634]; histone acetyltransferase activity [GO:0004402]; regulation of transcription, DNA-templated [GO:0006355]	GO:0004402; GO:0005634; GO:0005815; GO:0006355
PFX34629.1	A0A2B4SZN0	A0A2B4SZN0_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene402	Stylophora pistillata (Smooth cauliflower coral)	447		
RMX58519.1	A0A3M6UY54	A0A3M6UY54_POCDA	unreviewed	Uncharacterized protein	pdam_00010768	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	6976	extracellular region [GO:0005576]; nematocyst [GO:0042151]; toxin activity [GO:0090729]	GO:0005576; GO:0042151; GO:0090729
CAD7670564.1	A0A811Y4I4	A0A811Y4I4_NYCPR	unreviewed	(raccoon dog) hypothetical protein	NYPRO_LOCUS3359	Nyctereutes procyonoides (Raccoon dog) (Canis procyonoides)	370		
PFX30615.1	A0A2B4SQF3	A0A2B4SQF3_STYPI	unreviewed	Vacuolar fusion protein CCZ1-like	CCZ1 AWC38_SpisGene4586	Stylophora pistillata (Smooth cauliflower coral)	435	Mon1-Ccz1 complex [GO:0035658]; vesicle-mediated transport [GO:0016192]	GO:0016192; GO:0035658
RMX47423.1	A0A3M6U164	A0A3M6U164_POCDA	unreviewed	Uncharacterized protein	pdam_00002155	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	521	nucleus [GO:0005634]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]; RNA splicing [GO:0008380]	GO:0000381; GO:0003723; GO:0005634; GO:0006397; GO:0008380
PFX21801.1	A0A2B4RW10	A0A2B4RW10_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene13713	Stylophora pistillata (Smooth cauliflower coral)	299		
RMX57541.1	A0A3M6UV43	A0A3M6UV43_POCDA	unreviewed	Uncharacterized protein	pdam_00005748	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	72		
EDO40071.1	A7S8A7	A7S8A7_NEMVE	unreviewed	Predicted protein	v1g232862	Nematostella vectensis (Starlet sea anemone)	81	integral component of endoplasmic reticulum membrane [GO:0030176]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]	GO:0030176; GO:0070072
PFX16880.1	A0A2B4RK58	A0A2B4RK58_STYPI	unreviewed	Uncharacterized protein	AWC38_SpisGene18817	Stylophora pistillata (Smooth cauliflower coral)	224		
PFX16576.1	A0A2B4RHD3	A0A2B4RHD3_STYPI	unreviewed	Putative nuclease HARBI1	HARBI1 AWC38_SpisGene19145	Stylophora pistillata (Smooth cauliflower coral)	428	metal ion binding [GO:0046872]	GO:0046872
RMX57272.1	A0A3M6UUC1	A0A3M6UUC1_POCDA	unreviewed	OTU domain-containing protein	pdam_00023904	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	514		
REJ61972.1	A0A3E0MRF3	A0A3E0MRF3_9BACT	unreviewed	Transcription elongation factor GreA (Transcript cleavage factor GreA)	greA DWQ21_08260 DWQ49_00510	Bacteroidetes bacterium	158	DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]; translation elongation factor activity [GO:0003746]; regulation of DNA-templated transcription, elongation [GO:0032784]	GO:0003677; GO:0003746; GO:0032784; GO:0070063
