yourlistU	UPA	Organisms	UniProtKB	First seen	Last seen	Length
XP_020604856.1	UPI0009E5F256	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	196
XP_020612084.1	UPI0009E5CF2E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	389
XP_027059508.1	UPI000F558BE2	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	346
XP_020601570.1	UPI0009E30B15	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	444
XP_020604235.1	UPI0009E346BB	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	484
XP_022785214.1	UPI000C0490CB	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	581
XP_020627837.1	UPI0009E4C1EF	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	143
XP_020622975.1	UPI0009E2D43B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	820
XP_020626015.1	UPI0009E5C2EB	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	489
XP_022803109.1	UPI000C03D79D	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	257
XP_022792805.1	UPI000C052C27	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	159
XP_020615433.1	UPI0009E33317	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1555
XP_020611475.1	UPI0009E29F57	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	423
XP_020610604.1	UPI0009E44825	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	544
XP_015771220.1	UPI00077AAC28	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	383
XP_020622024.1	UPI0009E37E6C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	330
XP_015755510.1	UPI00077A9C17	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	981
XP_020612623.1	UPI0009E2C628	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	385
XP_020625064.1	UPI0009E20582	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	277
XP_027050457.1	UPI000F555DED	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	503
XP_020631551.1	UPI0009E41906	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	526
XP_022783091.1	UPI000C04CE38	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	353
XP_015760761.1	UPI00077B023A	Acropora digitifera (Staghorn coral); Acropora millepora (Staghorn coral) (Heteropora millepora)		2016-03-15	2021-07-12	411
XP_020627794.1	UPI0009E19CA8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1159
XP_020612385.1	UPI0009E3D658	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	2118
XP_027054192.1	UPI000F5512F9	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	442
XP_022801179.1	UPI000C053650	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	429
XP_029194354.1	UPI0010FCCCB7	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	184
XP_027047797.1	UPI000F554CB9	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	855
XP_022784932.1	UPI000C00BF75	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SIY9; 	2017-10-24	2021-09-29	2543
XP_027039889.1	UPI000F558BEB	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	769
XP_015768494.1	UPI00077AE0CB	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	396
XP_027054289.1	UPI000F54EC87	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	501
XP_027052783.1	UPI000F555164	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	368
XP_022792224.1	UPI000C04357F	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	513
XP_022787331.1	UPI000C004914	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SGC5; 	2017-10-24	2021-09-29	525
XP_027042675.1	UPI000F409B8F	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TZZ1; 	2018-11-13	2021-09-29	237
XP_027047975.1	UPI000F5580F7	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	287
XP_027059080.1	UPI000F550E2E	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	249
XP_020625700.1	UPI0009E2501B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	283
XP_020625692.1	UPI0009E486A8	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	263
XP_020608208.1	UPI0009E50A62	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	152
XP_020631164.1	UPI0009E63530	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	567
XP_020632657.1	UPI0009E2F8D0	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	459
XP_020618929.1	UPI0009E3189F	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	542
XP_020602345.1	UPI0009E5B374	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	737
XP_022803686.1	UPI000C04C3C4	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	744
XP_033641999.1	UPI0014558ED2	Asterias rubens (Common European starfish) (Asterias vulgaris)		2020-04-24	2021-07-12	2431
XP_022789258.1	UPI000C03D273	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	329
XP_027055705.1	UPI000F5509B4	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	818
XP_022780134.1	UPI000C00D272	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SRG8; 	2017-10-24	2021-09-29	309
XP_020632170.1	UPI0009E5FDF1	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	863
XP_029201074.1	UPI0010FC8557	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	428
XP_022787866.1	UPI000C00CE51	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4T0H9; 	2017-10-24	2021-09-29	1333
XP_022791832.1	UPI000C057CCF	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	556
XP_015774889.1	UPI00077AC043	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	257
XP_020627841.1	UPI0009E1D1AC	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	634
XP_027051206.1	UPI000F3BD2B9	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6V097; 	2018-11-13	2021-09-29	408
XP_027038748.1	UPI000F3DAC9F	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6U8S8; 	2018-11-13	2021-09-29	159
XP_020603067.1	UPI0009E2565C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	601
XP_020613787.1	UPI0009E57602	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	547
XP_015771284.1	UPI00077A64BB	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	182
XP_020608281.1	UPI0009E26FCD	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	291
XP_027055301.1	UPI000F3E9329	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6T5D3; 	2018-11-13	2021-09-29	1593
XP_020612292.1	UPI0009E309C4	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1345
XP_020603105.1	UPI0009E21BF0	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	132
XP_027044193.1	UPI000F418816	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UMD2; 	2018-11-13	2021-09-29	565
XP_020624017.1	UPI0009E60B2B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	927
XP_020623915.1	UPI0009E200B4	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	369
XP_015756415.1	UPI00077AA4A3	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	519
XP_022780042.1	UPI000C045E60	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	153
XP_032218104.1	UPI00138FF9D5	Nematostella vectensis (Starlet sea anemone)		2020-02-09	2021-07-12	429
XP_027056873.1	UPI000F5533B0	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	225
XP_027041703.1	UPI000F54E8D8	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	1493
XP_027047667.1	UPI000F3FF752	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TNJ8; 	2018-11-13	2021-09-29	257
XP_020601965.1	UPI0009E1BBBD	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	586
XP_015749430.1	UPI00077AFFA5	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	294
XP_020618158.1	UPI0009E38193	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	324
XP_020617385.1	UPI0009E4FA45	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	611
XP_020603050.1	UPI0009E3911A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	8438
XP_027060093.1	UPI000F54D6A7	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	356
XP_029200262.1	UPI0010FCC31D	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	721
XP_020623738.1	UPI0009E31057	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	474
XP_020603560.1	UPI0009E4BECF	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	574
XP_020626200.1	UPI0009E2243B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	477
XP_015751133.1	UPI00077B0D17	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	256
XP_027059598.1	UPI000F552121	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	361
XP_022777986.1	UPI000C014259	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SWA8; 	2017-10-24	2021-09-29	735
XP_015749631.1	UPI00077B0EAC	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	257
XP_020613160.1	UPI0009E3D499	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	3070
XP_020625933.1	UPI0009E2931C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	577
XP_027054999.1	UPI000F5570D1	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	247
XP_027038243.1	UPI000F54CAD9	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	767
XP_020629086.1	UPI0009E2911E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	244
XP_020601942.1	UPI0009E3E36B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	222
XP_020602058.1	UPI0009E1BC18	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	695
XP_022784001.1	UPI000C04311A	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	331
XP_001637006.2	UPI00138FE019	Nematostella vectensis (Starlet sea anemone)		2020-02-09	2021-07-12	892
XP_015769980.1	UPI00077AABD7	Acropora digitifera (Staghorn coral); Acropora millepora (Staghorn coral) (Heteropora millepora)		2016-03-15	2021-07-12	105
XP_027044119.1	UPI000F406FF7	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6V1M7; 	2018-11-13	2021-09-29	301
XP_027049175.1	UPI000F551042	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	643
XP_020618346.1	UPI0009E2B94A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	377
XP_029188721.1	UPI0010FCAF72	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	674
XP_022794841.1	UPI000C046ADE	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1070
XP_020611860.1	UPI0009E23420	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	349
XP_027057026.1	UPI000F559782	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	309
XP_020628915.1	UPI0009E599A9	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	175
XP_027055419.1	UPI000F557903	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	767
XP_020629085.1	UPI0009E51CFA	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	847
XP_027040116.1	UPI000F551162	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	2082
XP_020606693.1	UPI0009E5B0E1	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	317
XP_020607626.1	UPI0009E2B8C3	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	187
XP_020614081.1	UPI0009E222E7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	311
XP_020603010.1	UPI0009E4B3BD	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	455
XP_020610652.1	UPI0009E26605	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	822
XP_020614973.1	UPI0009E615DB	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	409
XP_015768089.1	UPI00077AB46C	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	950
XP_022795136.1	UPI000C0096BE	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4S058; 	2017-10-24	2021-09-29	864
XP_022809518.1	UPI000C03D7B3	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	402
XP_020616680.1	UPI0009E33AC6	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	496
XP_027036170.1	UPI000F550180	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	252
XP_027055037.1	UPI000F3C376D	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6T6M1; 	2018-11-13	2021-09-29	329
XP_020603432.1	UPI0009E4009D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	193
XP_022799163.1	UPI000C04B89B	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	598
XP_015772335.1	UPI00077A7BDE	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	417
XP_015762149.1	UPI00077A82B7	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	460
XP_020605737.1	UPI0009E1D0DD	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	1130
XP_020608391.1	UPI0009E36226	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	317
XP_022801770.1	UPI000C0476BB	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	408
XP_020610787.1	UPI0009E4C226	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	372
XP_022786863.1	UPI000C03AC86	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	1663
XP_027039400.1	UPI000F3C0601	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6UP15; 	2018-11-13	2021-09-29	296
XP_015750241.1	UPI00077A587F	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	426
XP_027058147.1	UPI000F3BB8B6	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6V5B6; 	2018-11-13	2021-09-29	253
XP_020627621.1	UPI0009E4C68E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	423
XP_020630540.1	UPI0009E3B25C	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	570
XP_027058800.1	UPI000F550DD4	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	381
XP_022781466.1	UPI000C016FC0	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SPS9; 	2017-10-24	2021-09-29	488
XP_022788761.1	UPI000C009799	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4SBH3; 	2017-10-24	2021-09-29	528
XP_022799343.1	UPI000C054AE2	Stylophora pistillata (Smooth cauliflower coral)		2017-10-26	2021-07-12	799
XP_020616500.1	UPI0009E59340	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	452
XP_027039815.1	UPI000F555DA5	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)		2018-12-01	2021-07-12	197
XP_015758239.1	UPI00077A2408	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	1125
XP_020617667.1	UPI0009E2DD86	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	332
XP_020617488.1	UPI0009E32903	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	828
XP_015772928.1	UPI00077AC399	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	198
XP_020624802.1	UPI0009E39F3A	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	404
XP_027050272.1	UPI000F41D688	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6THE1; 	2018-11-13	2021-09-29	324
XP_027046533.1	UPI000F3BF818	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6V1Y8; 	2018-11-13	2021-09-29	356
XP_027050565.1	UPI000F3D4654	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TGM5; 	2018-11-13	2021-09-29	548
XP_015761271.1	UPI00077AA4D2	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	1457
XP_020602959.1	UPI0009E4716B	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	359
XP_015748961.1	UPI00077AC610	Acropora digitifera (Staghorn coral)		2016-03-15	2021-07-12	495
XP_027058710.1	UPI000F406903	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6USW8; 	2018-11-13	2021-09-29	294
XP_029205647.1	UPI0010FCAA2E	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	300
XP_020600845.1	UPI0009E21343	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	222
XP_020614970.1	UPI0009E21E7E	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	423
XP_020602483.1	UPI0009E5597D	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	582
XP_020608697.1	UPI0009E42EAE	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	276
XP_020620530.1	UPI0009E61EAF	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	686
XP_020609676.1	UPI0009E485D7	Orbicella faveolata (Mountainous star coral) (Montastraea faveolata)		2017-04-12	2021-07-12	431
XP_027047427.1	UPI000F3BC0D9	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	A0A3M6TP70; 	2018-11-13	2021-09-29	104
XP_029184675.1	UPI0010FC8034	Acropora millepora (Staghorn coral) (Heteropora millepora)		2019-05-26	2021-07-12	128
XP_022798923.1	UPI000C010C9D	Stylophora pistillata (Smooth cauliflower coral)	A0A2B4RPL9; 	2017-10-24	2021-09-29	814
